Rooms,Bathroom,Landsize,Lattitude,Longtitude
5,2.0,605.0,-37.7832,145.0796
2,1.0,1075.0,-37.7953,145.0712
2,1.0,250.0,-37.7996,145.0959
3,1.0,622.0,-37.7882,145.0882
4,2.0,644.0,-37.7997,145.0993
6,3.0,808.0,-37.7842,145.0921
5,3.0,842.0,-37.7854,145.0869
4,2.0,701.0,-37.7839,145.0954
4,2.0,754.0,-37.786,145.0886
3,2.0,186.0,-37.8028,145.0828
3,1.0,635.0,-37.7982,145.0839
2,1.0,0.0,-37.7961,145.0808
3,1.0,657.0,-37.7895,145.0985
5,3.0,900.0,-37.7868,145.0677
5,2.0,845.0,-37.7898,145.1021
5,2.0,942.0,-37.7923,145.1029
3,2.0,207.0,-37.7893,145.092
5,3.0,737.0,-37.7975,145.0961
3,2.0,458.0,-37.7908,145.0991
3,1.0,75100.0,-37.8002,145.07
4,2.0,620.0,-37.7985,145.0707
3,2.0,282.0,-37.7936,145.0697
4,2.0,730.0,-37.7993,145.0869
3,2.0,720.0,-37.7938,145.0838
2,1.0,0.0,-37.7938,145.0666
5,2.0,939.0,-37.7998,145.0862
2,1.0,202.0,-37.9165,145.0259
2,1.0,599.0,-37.925,145.046
3,1.0,348.0,-37.9273,145.0479
3,2.0,362.0,-37.9336,145.043
2,1.0,730.0,-37.9207,145.0479
4,1.0,786.0,-37.9305,145.0449
3,2.0,613.0,-37.9311,145.0428
2,1.0,140.0,-37.9204,145.0443
3,2.0,299.0,-37.9272,145.0406
4,2.0,793.0,-37.9232,145.0502
4,3.0,628.0,-37.9155,145.0401
3,2.0,418.0,-37.9172,145.0421
3,2.0,0.0,-37.922,145.0302
7,3.0,607.0,-37.9269,145.047
3,1.0,576.0,-37.9149,145.0254
2,1.0,0.0,-37.9332,145.045
4,3.0,291.0,-37.9278,145.0337
3,1.0,692.0,-37.9263,145.04
4,2.0,795.0,-37.9166,145.0314
3,2.0,565.0,-37.9134,145.0263
4,2.0,697.0,-37.9318,145.0474
2,1.0,298.0,-37.9247,145.0287
3,1.0,584.0,-37.9199,145.0477
3,1.0,627.0,-37.9321,145.0472
3,2.0,578.0,-37.9344,145.0481
4,2.0,610.0,-37.9291,145.0472
3,2.0,526.0,-37.9279,145.031
4,3.0,271.0,-37.9252,145.0494
3,1.0,758.0,-37.9267,145.043
3,2.0,0.0,-37.9193,145.0438
2,1.0,296.0,-37.9243,145.0376
3,2.0,333.0,-37.9292,145.0341
2,1.0,116.0,-37.9245,145.0336
4,2.0,902.0,-37.924,145.0504
4,3.0,557.0,-37.9132,145.0251
3,2.0,613.0,-37.929,145.0464
2,1.0,1045.0,-37.9158,145.0379
2,2.0,226.0,-37.9274,145.031
4,1.0,567.0,-37.9149,145.0252
3,2.0,590.0,-37.9256,145.0497
4,2.0,855.0,-37.9163,145.0324
2,1.0,227.0,-37.9326,145.0387
3,1.0,632.0,-37.9282,145.0367
3,1.0,723.0,-37.9203,145.048
3,2.0,699.0,-37.9316,145.0454
3,2.0,690.0,-37.9317,145.0469
4,2.0,354.0,-37.9326,145.0441
3,2.0,592.0,-37.933,145.0466
3,1.0,382.0,-37.9187,145.0461
3,1.0,700.0,-37.9228,145.0476
4,3.0,695.0,-37.9149,145.0469
3,1.0,624.0,-37.9256,145.0374
3,1.0,632.0,-37.921,145.0411
4,2.0,576.0,-37.9152,145.0244
3,2.0,309.0,-37.9287,145.0461
3,2.0,581.0,-37.9286,145.0495
2,1.0,321.0,-37.9257,145.0501
2,1.0,677.0,-37.9173,145.0359
3,2.0,147.0,-37.9317,145.0352
3,2.0,0.0,-37.9289,145.0478
5,3.0,772.0,-37.9168,145.04
3,1.0,694.0,-37.9315,145.0445
4,2.0,591.0,-37.9215,145.0505
4,2.0,736.0,-37.9224,145.0462
3,2.0,568.0,-37.9246,145.0383
2,1.0,336.0,-37.929,145.0375
3,1.0,0.0,-37.9307,145.0444
4,2.0,292.0,-37.9148,145.0243
4,2.0,611.0,-37.9289,145.0481
2,1.0,274.0,-37.9178,145.0413
4,4.0,579.0,-37.9155,145.0243
3,1.0,617.0,-37.9282,145.047
2,1.0,118.0,-37.9245,145.0336
3,2.0,587.0,-37.9217,145.0315
5,2.0,567.0,-37.9144,145.0401
3,1.0,676.0,-37.9161,145.0284
4,2.0,384.0,-37.9155,145.0301
4,2.0,570.0,-37.9139,145.0395
2,2.0,123.0,-37.9307,145.0379
2,1.0,83.0,-37.9259,145.0341
4,3.0,346.0,-37.9294,145.041
4,1.0,580.0,-37.9263,145.0422
6,3.0,708.0,-37.9181,145.04399999999995
3,2.0,572.0,-37.9148,145.0404
4,1.0,594.0,-37.9206,145.0383
3,2.0,292.0,-37.9273,145.0324
5,2.0,664.0,-37.9241,145.048
3,1.0,0.0,-37.9178,145.0511
4,2.0,345.0,-37.9291,145.0491
2,1.0,0.0,-37.9159,145.0285
4,4.0,579.0,-37.9155,145.0243
2,1.0,192.0,-37.9193,145.0484
2,1.0,0.0,-37.9159,145.039
2,1.0,768.0,-37.9305,145.0547
3,1.0,287.0,-37.9261,145.0566
2,2.0,176.0,-37.9237,145.0763
2,1.0,281.0,-37.9255,145.0796
1,1.0,105.0,-37.9181,145.0586
5,2.0,683.0,-37.9333,145.0602
3,1.0,603.0,-37.9155,145.0723
3,2.0,297.0,-37.9135,145.0774
4,2.0,591.0,-37.9166,145.0719
4,2.0,0.0,-37.9174,145.0717
3,2.0,384.0,-37.9229,145.0557
3,2.0,258.0,-37.9244,145.0547
4,2.0,601.0,-37.9234,145.0533
2,1.0,76.0,-37.91,145.0842
2,1.0,145.0,-37.9193,145.0659
4,2.0,585.0,-37.9167,145.0771
3,1.0,565.0,-37.9262,145.0808
3,2.0,292.0,-37.9168,145.069
4,1.0,696.0,-37.9157,145.0802
4,2.0,633.0,-37.9272,145.0644
3,2.0,598.0,-37.9132,145.0782
4,3.0,291.0,-37.9347,145.0546
4,2.0,321.0,-37.914,145.0714
3,2.0,730.0,-37.9119,145.0705
4,2.0,619.0,-37.9358,145.0688
3,2.0,627.0,-37.9284,145.0668
5,2.0,618.0,-37.9209,145.0757
2,2.0,0.0,-37.9212,145.0674
2,1.0,169.0,-37.9232,145.0537
3,2.0,653.0,-37.9069,145.0568
3,1.0,574.0,-37.9309,145.0685
3,2.0,610.0,-37.9231,145.066
3,2.0,353.0,-37.9262,145.055
2,1.0,265.0,-37.9223,145.0747
3,1.0,583.0,-37.9272,145.0804
3,2.0,590.0,-37.9256,145.0757
2,1.0,96.0,-37.9102,145.0709
1,1.0,0.0,-37.9205,145.0528
3,1.0,578.0,-37.9186,145.0709
4,2.0,653.0,-37.9244,145.0792
3,1.0,818.0,-37.9241,145.0539
4,1.0,636.0,-37.925,145.0612
2,1.0,0.0,-37.9082,145.0681
2,1.0,597.0,-37.9126,145.0776
3,1.0,583.0,-37.9312,145.0795
4,2.0,604.0,-37.9153,145.0707
4,2.0,305.0,-37.9245,145.0507
4,3.0,313.0,-37.9164,145.0765
2,1.0,212.0,-37.9218,145.0607
3,1.0,581.0,-37.9177,145.0535
3,2.0,697.0,-37.9092,145.0813
3,1.0,612.0,-37.9159,145.0733
3,1.0,584.0,-37.9183,145.071
3,2.0,295.0,-37.9239,145.0781
3,2.0,254.0,-37.9227,145.0558
3,1.0,747.0,-37.9198,145.0791
3,2.0,167.0,-37.9219,145.0733
3,1.0,732.0,-37.9334,145.0667
3,1.0,694.0,-37.9174,145.0779
2,1.0,300.0,-37.9099,145.0726
3,2.0,578.0,-37.9303,145.0805
3,2.0,684.0,-37.926,145.0551
4,1.0,658.0,-37.9343,145.0607
2,1.0,591.0,-37.9179,145.071
2,1.0,306.0,-37.9111,145.072
3,2.0,268.0,-37.9196,145.0691
3,1.0,660.0,-37.9173,145.0742
4,2.0,274.0,-37.9257,145.0735
3,2.0,710.0,-37.9348,145.0634
3,2.0,343.0,-37.9112,145.0738
3,1.0,726.0,-37.9117,145.0695
3,1.0,841.0,-37.9217,145.056
4,2.0,601.0,-37.9278,145.08100000000005
2,2.0,201.0,-37.9293,145.0657
3,1.0,588.0,-37.9286,145.069
3,2.0,291.0,-37.919,145.0829
4,1.0,610.0,-37.9193,145.0691
3,2.0,228.0,-37.9329,145.0617
3,1.0,618.0,-37.9228,145.0527
4,2.0,618.0,-37.9252,145.0562
4,2.0,296.0,-37.9197,145.05700000000004
2,1.0,282.0,-37.9073,145.0599
5,2.0,659.0,-37.906,145.0547
3,1.0,721.0,-37.9244,145.0665
3,2.0,421.0,-37.9168,145.0809
4,2.0,314.0,-37.9299,145.0598
3,2.0,337.0,-37.9115,145.0844
3,1.0,746.0,-37.9198,145.0787
5,2.0,729.0,-37.9191,145.075
4,2.0,583.0,-37.9262,145.0624
2,2.0,362.0,-37.9149,145.0676
4,2.0,700.0,-37.9117,145.0534
3,3.0,391.0,-37.9149,145.0788
3,1.0,780.0,-37.9347,145.0507
3,2.0,337.0,-37.9144,145.0582
3,1.0,642.0,-37.9269,145.0787
3,2.0,327.0,-37.9195,145.0555
3,2.0,267.0,-37.9176,145.0566
3,1.0,580.0,-37.9369,145.0751
4,2.0,640.0,-37.9198,145.0545
3,2.0,518.0,-37.9316,145.0542
3,2.0,213.0,-37.9079,145.0707
4,2.0,606.0,-37.9147,145.0645
4,2.0,674.0,-37.9272,145.0786
4,2.0,450.0,-37.9133,145.0837
4,2.0,316.0,-37.9198,145.0789
3,2.0,188.0,-37.9193,145.0553
3,2.0,252.0,-37.9085,145.0683
2,1.0,154.0,-37.9079,145.0685
5,3.0,623.0,-37.9066,145.0541
3,1.0,250.0,-37.9087,145.0537
3,1.0,701.0,-37.9178,145.0815
2,1.0,678.0,-37.9146,145.0767
4,2.0,319.0,-37.9256,145.0533
3,1.0,587.0,-37.9241,145.0763
3,2.0,388.0,-37.9329,145.053
3,2.0,230.0,-37.9179,145.0592
3,1.0,543.0,-37.9242,145.0705
3,1.0,686.0,-37.9113,145.0765
4,2.0,575.0,-37.9274,145.0654
3,1.0,710.0,-37.9324,145.0577
3,2.0,1080.0,-37.9233,145.0674
3,1.0,692.0,-37.9232,145.0563
2,2.0,0.0,-37.9292,145.0708
3,2.0,316.0,-37.9245,145.0773
4,1.0,582.0,-37.9129,145.0598
3,0.0,456.0,-37.9314,145.0808
4,2.0,598.0,-37.9138,145.0774
4,2.0,639.0,-37.9258,145.075
2,1.0,0.0,-37.9096,145.0843
3,1.0,576.0,-37.9362,145.0691
3,2.0,283.0,-37.9142,145.08
3,2.0,365.0,-37.9225,145.0754
3,1.0,764.0,-37.9143,145.0629
3,2.0,629.0,-37.912,145.0752
3,1.0,676.0,-37.9307,145.0531
3,2.0,194.0,-37.9272,145.0801
4,4.0,363.0,-37.9116,145.0686
3,2.0,281.0,-37.9257,145.0811
3,1.0,542.0,-37.9272,145.0705
1,1.0,0.0,-37.9315,145.0619
4,2.0,620.0,-37.9281,145.0669
3,1.0,640.0,-37.916,145.0776
4,1.0,684.0,-37.9147,145.0751
4,1.0,725.0,-37.9289,145.0502
2,1.0,724.0,-37.9135,145.0557
3,1.0,676.0,-37.9233,145.0616
4,1.0,741.0,-37.9229,145.0673
3,2.0,210.0,-37.9075,145.061
2,1.0,318.0,-37.9218,145.0563
3,1.0,598.0,-37.9216,145.07299999999995
2,1.0,194.0,-37.9107,145.0598
3,1.0,0.0,-37.9218,145.053
3,2.0,208.0,-37.9108,145.0794
2,1.0,687.0,-37.9234,145.0616
3,2.0,222.0,-37.9241,145.0668
2,1.0,0.0,-37.9212,145.0606
4,2.0,643.0,-37.9295,145.063
5,3.0,583.0,-37.9143,145.0699
3,2.0,258.0,-37.9162,145.0799
3,1.0,406.0,-37.9286,145.0737
3,1.0,625.0,-37.927,145.0645
3,1.0,596.0,-37.9251,145.0771
3,1.0,233.0,-37.9376,145.0784
3,2.0,261.0,-37.9163,145.0779
4,2.0,209.0,-37.9213,145.0565
3,2.0,321.0,-37.9181,145.0586
3,2.0,300.0,-37.9189,145.0584
3,1.0,598.0,-37.9129,145.0786
3,2.0,185.0,-37.9159,145.0787
3,2.0,209.0,-37.9131,145.07
4,2.0,625.0,-37.9374,145.0726
3,2.0,395.0,-37.9364,145.0649
3,1.0,643.0,-37.9237,145.0527
4,2.0,610.0,-37.9207,145.0757
3,1.0,593.0,-37.9178,145.067
3,2.0,326.0,-37.9236,145.0545
4,2.0,592.0,-37.9351,145.0572
2,2.0,298.0,-37.908,145.0716
2,1.0,750.0,-37.9325,145.0694
4,2.0,651.0,-37.919,145.0558
3,1.0,635.0,-37.9291,145.0538
4,2.0,697.0,-37.8151,145.135
2,1.0,140.0,-37.8271,145.1299
2,1.0,195.0,-37.826,145.129
4,2.0,206.0,-37.828,145.1215
4,2.0,729.0,-37.8233,145.1267
3,2.0,458.0,-37.8257,145.1216
3,1.0,550.0,-37.8275,145.1298
3,1.0,741.0,-37.8258,145.1246
1,1.0,774.0,-37.8241,145.1262
3,1.0,384.0,-37.8167,145.1373
4,1.0,715.0,-37.8135,145.1218
3,1.0,590.0,-37.8274,145.1274
2,2.0,0.0,-37.8216,145.127
4,2.0,299.0,-37.8282,145.1301
3,1.0,702.0,-37.827,145.1209
3,2.0,150.0,-37.8287,145.1319
3,2.0,643.0,-37.8285,145.1272
3,1.0,664.0,-37.8235,145.1276
4,2.0,692.0,-37.8247,145.1281
2,1.0,155.0,-37.8193,145.1149
4,2.0,729.0,-37.8143,145.1262
4,2.0,780.0,-37.8244,145.1319
3,1.0,211.0,-37.8275,145.1232
4,2.0,669.0,-37.81800000000001,145.1354
4,4.0,707.0,-37.8166,145.1354
1,1.0,29.0,-37.8215,145.1214
3,1.0,763.0,-37.8166,145.1215
3,1.0,307.0,-37.8247,145.1206
2,2.0,176.0,-37.8171,145.1343
2,1.0,151.0,-37.8234,145.1235
4,2.0,620.0,-37.8279,145.121
4,2.0,585.0,-37.8273,145.1289
3,1.0,228.0,-37.8261,145.1281
2,1.0,0.0,-37.8248,145.1215
3,1.0,755.0,-37.8264,145.1248
4,2.0,590.0,-37.8274,145.1242
3,1.0,662.0,-37.8246,145.1269
3,1.0,492.0,-37.8283,145.1195
3,2.0,238.0,-37.8154,145.1355
2,1.0,153.0,-37.8269,145.1305
2,1.0,0.0,-37.8253,145.1205
3,2.0,700.0,-37.7824,144.8469
2,1.0,566.0,-37.7839,144.8524
3,1.0,220.0,-37.785,144.8561
3,2.0,327.0,-37.7851,144.8517
3,1.0,580.0,-37.7804,144.8481
2,1.0,749.0,-37.7814,144.847
4,2.0,283.0,-37.7908,144.8485
3,2.0,216.0,-37.7865,144.8605
4,2.0,606.0,-37.788,144.862
3,1.0,471.0,-37.7924,144.8523
3,1.0,559.0,-37.7923,144.852
4,2.0,393.0,-37.7763,144.8543
3,2.0,544.0,-37.7815,144.855
2,1.0,551.0,-37.7825,144.8545
3,2.0,631.0,-37.7934,144.8467
2,1.0,667.0,-37.7799,144.8473
4,2.0,283.0,-37.7908,144.8485
3,1.0,557.0,-37.7899,144.8515
2,1.0,599.0,-37.7908,144.8522
3,2.0,198.0,-37.7827,144.8625
4,2.0,599.0,-37.7896,144.8559
3,1.0,587.0,-37.7843,144.8472
3,1.0,658.0,-37.7905,144.8485
2,1.0,115.0,-37.7948,144.85399999999996
4,2.0,288.0,-37.7775,144.855
3,2.0,4931.0,-37.7761,144.8557
3,1.0,158.0,-37.7889,144.8465
3,1.0,565.0,-37.7885,144.859
3,2.0,566.0,-37.7844,144.8523
3,2.0,531.0,-37.7929,144.8462
3,2.0,663.0,-37.9159,145.0068
3,1.0,366.0,-37.9038,145.0001
4,2.0,436.0,-37.8927,145.0005
4,3.0,836.0,-37.9071,144.9898
2,1.0,0.0,-37.9081,145.0043
4,3.0,742.0,-37.914,144.9878
4,3.0,745.0,-37.9139,144.9878
3,1.0,432.0,-37.9172,144.996
2,2.0,244.0,-37.8954,145.0026
3,1.0,340.0,-37.9205,145.0007
4,3.0,750.0,-37.8966,144.993
4,3.0,487.0,-37.8926,144.9991
2,2.0,329.0,-37.9172,145.004
3,2.0,411.0,-37.918,145.0035
3,2.0,450.0,-37.9243,144.9989
4,1.0,732.0,-37.9136,144.9886
3,2.0,463.0,-37.9082,144.9968
6,3.0,0.0,-37.9081,145.0015
2,1.0,90.0,-37.9122,145.0038
3,2.0,352.0,-37.9139,145.0035
4,2.0,615.0,-37.8956,145.0026
3,2.0,588.0,-37.9287,144.99200000000005
3,2.0,0.0,-37.9166,144.9942
3,0.0,0.0,-37.9301,144.9935
5,3.0,509.0,-37.9118,144.9984
2,1.0,232.0,-37.9157,144.9973
4,2.0,550.0,-37.8954,145.0017
5,2.0,710.0,-37.9241,145.0008
2,2.0,696.0,-37.9249,144.9903
3,2.0,0.0,-37.9045,145.0043
3,0.0,0.0,-37.9119,144.9871
3,2.0,295.0,-37.9119,145.0037
2,2.0,0.0,-37.9042,144.9954
2,1.0,611.0,-37.9039,145.0009
3,2.0,345.0,-37.8943,144.9907
2,2.0,116.0,-37.9252,145.0004
2,1.0,0.0,-37.9225,144.9891
3,2.0,835.0,-37.9225,144.991
2,1.0,0.0,-37.9097,144.9914
3,2.0,0.0,-37.9174,144.9895
5,2.0,655.0,-37.9264,145.0044
3,3.0,398.0,-37.899,144.9901
4,3.0,454.0,-37.9206,145.0051
2,1.0,363.0,-37.9275,145.0046
4,3.0,644.0,-37.8964,144.9972
4,3.0,596.0,-37.9059,144.9927
3,2.0,328.0,-37.9288,144.9954
2,2.0,0.0,-37.9012,144.9878
2,1.0,0.0,-37.9131,144.995
3,2.0,354.0,-37.8916,145.0017
2,1.0,318.0,-37.9011,145.0011
2,1.0,0.0,-37.9097,144.9914
2,1.0,352.0,-37.9154,145.001
3,2.0,0.0,-37.9144,145.0004
5,3.0,1073.0,-37.918,144.9911
3,2.0,404.0,-37.9228,144.9996
2,2.0,404.0,-37.9104,145.002
3,2.0,275.0,-37.9153,144.9924
4,2.0,640.0,-37.892,144.9918
3,1.0,277.0,-37.9268,144.991
3,1.0,119.0,-37.8958,144.9994
5,3.0,895.0,-37.9204,145.0028
2,2.0,118.0,-37.914,144.9914
3,2.0,323.0,-37.9208,144.9996
4,3.0,565.0,-37.8975,144.9991
1,1.0,0.0,-37.9181,144.993
2,1.0,0.0,-37.9112,144.9909
2,1.0,131.0,-37.9164,145.0002
5,5.0,552.0,-37.9012,144.997
3,2.0,442.0,-37.9158,144.9984
2,1.0,122.0,-37.9188,144.9942
3,2.0,547.0,-37.9271,145.0034
3,2.0,359.0,-37.8965,145.0022
3,1.0,426.0,-37.9254,145.0045
2,1.0,380.0,-37.9166,144.9926
3,6.0,685.0,-37.9284,144.9986
3,2.0,483.0,-37.9075,145.0064
3,3.0,482.0,-37.912,144.9994
2,1.0,107.0,-37.8958,144.9982
3,2.0,313.0,-37.9206,145.0
3,3.0,311.0,-37.9148,145.0009
4,2.0,569.0,-37.8962,145.0011
5,3.0,1572.0,-37.9233,144.9944
3,1.0,375.0,-37.9175,144.9949
4,2.0,605.0,-37.916,145.0064
4,2.0,732.0,-37.8987,144.9953
3,1.0,0.0,-37.909,145.0005
4,2.0,842.0,-37.9227,145.0043
2,1.0,0.0,-37.9156,145.0013
3,1.0,138.0,-37.896,144.9957
2,1.0,106.0,-37.9159,144.9936
2,1.0,411.0,-37.9095,145.004
3,2.0,0.0,-37.9249,144.9928
3,2.0,0.0,-37.909,145.0005
3,2.0,589.0,-37.9253,145.0034
4,2.0,471.0,-37.8956,145.0037
2,2.0,201.0,-37.905,144.9959
3,2.0,470.0,-37.9152,144.993
2,1.0,125.0,-37.9078,145.0051
4,4.0,578.0,-37.8989,145.0008
4,2.0,432.0,-37.9228,145.0022
2,1.0,0.0,-37.9118,145.0041
2,1.0,0.0,-37.914,145.003
4,2.0,848.0,-37.9234,145.0042
2,1.0,0.0,-37.9116,144.9978
1,1.0,70.0,-37.9194,145.0003
4,2.0,230.0,-37.9237,145.0056
3,1.0,659.0,-37.919,144.9953
3,2.0,231.0,-37.9121,144.9953
3,2.0,1007.0,-37.9097,144.9981
4,2.0,687.0,-37.904,144.9919
5,3.0,584.0,-37.921,144.9966
3,2.0,495.0,-37.9049,145.0069
4,1.0,695.0,-37.9262,144.9969
3,2.0,280.0,-37.91,144.989
3,2.0,366.0,-37.9193,144.9898
5,2.0,1045.0,-37.9205,145.0012
3,2.0,279.0,-37.9002,144.9928
2,2.0,267.0,-37.9159,144.9933
3,2.0,266.0,-37.9241,145.0028
4,2.0,549.0,-37.8869,144.9982
4,2.0,682.0,-37.9205,145.0122
4,2.0,617.0,-37.9187,145.007
3,1.0,329.0,-37.9317,145.0218
4,3.0,618.0,-37.9162,145.0219
2,1.0,443.0,-37.9077,145.0229
4,2.0,674.0,-37.9022,145.0125
2,1.0,0.0,-37.9195,145.0067
2,1.0,305.0,-37.9318,145.0293
3,2.0,391.0,-37.9179,145.0091
2,1.0,649.0,-37.9153,145.0142
2,1.0,247.0,-37.917,145.0137
4,2.0,597.0,-37.9179,145.019
4,3.0,594.0,-37.9029,145.0118
5,2.0,994.0,-37.9187,145.0187
5,3.0,824.0,-37.9091,145.0245
3,2.0,312.0,-37.9179,145.0232
3,2.0,686.0,-37.9241,145.0125
3,2.0,315.0,-37.9199,145.0174
3,2.0,158.0,-37.9271,145.0281
4,2.0,687.0,-37.9117,145.0093
3,1.0,613.0,-37.9177,145.0143
3,2.0,619.0,-37.927,145.0267
5,2.0,616.0,-37.9084,145.0221
2,3.0,635.0,-37.9205,145.0102
5,2.0,775.0,-37.932,145.0284
2,1.0,112.0,-37.9306,145.0284
3,2.0,697.0,-37.9269,145.0274
5,4.0,640.0,-37.928,145.0095
3,3.0,481.0,-37.931,145.0198
4,2.0,999.0,-37.9135,145.0189
3,2.0,597.0,-37.9085,145.0201
4,3.0,302.0,-37.9317,145.0294
2,1.0,564.0,-37.9143,145.0238
5,3.0,634.0,-37.9126,145.013
4,3.0,708.0,-37.9299,145.015
3,1.0,490.0,-37.9024,145.0097
3,1.0,661.0,-37.9045,145.0082
5,5.0,1561.0,-37.9102,145.0245
3,2.0,304.0,-37.9308,145.0316
4,1.0,1000.0,-37.931,145.0163
3,2.0,401.0,-37.9062,145.0173
4,3.0,898.0,-37.9176,145.0087
5,3.0,915.0,-37.9231,145.0104
5,2.0,645.0,-37.9175,145.0116
4,3.0,598.0,-37.9075,145.0248
4,2.0,603.0,-37.9187,145.0071
2,1.0,347.0,-37.9137,145.0164
4,2.0,678.0,-37.9255,145.0118
5,3.0,551.0,-37.9176,145.009
2,1.0,189.0,-37.9172,145.0072
3,1.0,759.0,-37.9057,145.0166
2,1.0,604.0,-37.9268,145.0094
5,3.0,601.0,-37.919,145.0194
5,3.0,669.0,-37.9289,145.0284
3,2.0,678.0,-37.9208,145.0126
3,2.0,0.0,-37.9089,145.0246
3,3.0,435.0,-37.91,145.0113
3,1.0,703.0,-37.9185,145.0138
4,3.0,538.0,-37.9126,145.011
3,2.0,337.0,-37.9196,145.0205
2,1.0,157.0,-37.911,145.0236
4,2.0,654.0,-37.9292,145.0236
3,2.0,486.0,-37.9213,145.0111
3,2.0,236.0,-37.9215,145.0227
4,3.0,614.0,-37.9186,145.0175
4,3.0,798.0,-37.9311,145.0169
4,2.0,0.0,-37.9292,145.0252
4,2.0,506.0,-37.9111,145.0108
4,2.0,676.0,-37.9198,145.0137
4,2.0,732.0,-37.9184,145.007
5,3.0,527.0,-37.9061,145.0238
1,1.0,166.0,-37.9159,145.019
3,2.0,496.0,-37.9237,145.0075
2,3.0,302.0,-37.9182,145.0231
1,1.0,0.0,-37.9164,145.0228
3,2.0,324.0,-37.9034,145.017
3,1.0,420.0,-37.9108,145.0121
2,2.0,539.0,-37.9013,145.0072
4,1.0,590.0,-37.9286,145.0274
2,1.0,74.0,-37.9207,145.0079
4,2.0,315.0,-37.9078,145.0222
2,1.0,171.0,-37.9125,145.0114
4,4.0,509.0,-37.9172,145.0214
2,1.0,660.0,-37.9179,145.0127
5,2.0,679.0,-37.9291,145.0283
3,2.0,297.0,-37.9124,145.0132
4,1.0,656.0,-37.9027,145.0225
2,1.0,227.0,-37.9085,145.0129
3,2.0,227.0,-37.9191,145.0074
4,2.0,757.0,-37.9266,145.0088
3,2.0,247.0,-37.9241,145.0108
2,1.0,1233.0,-37.9164,145.0228
2,1.0,267.0,-37.9055,145.0173
2,1.0,0.0,-37.7593,144.9652
2,1.0,225.0,-37.7676,144.9665
4,3.0,238.0,-37.7713,144.9643
4,3.0,365.0,-37.7624,144.9671
4,2.0,851.0,-37.7637,144.9662
3,1.0,264.0,-37.7611,144.9644
2,1.0,0.0,-37.7695,144.9528
1,1.0,0.0,-37.762,144.9647
3,3.0,81.0,-37.7575,144.9647
2,1.0,0.0,-37.7608,144.968
3,1.0,170.0,-37.7661,144.9691
3,2.0,426.0,-37.7759,144.9578
4,2.0,95.0,-37.7772,144.9653
2,1.0,179.0,-37.7742,144.9542
2,1.0,181.0,-37.7742,144.9541
2,1.0,0.0,-37.7588,144.9646
3,1.0,324.0,-37.7653,144.9586
2,1.0,0.0,-37.7643,144.9638
2,1.0,100.0,-37.7601,144.9581
2,1.0,0.0,-37.777,144.9703
3,2.0,0.0,-37.7634,144.9616
4,2.0,323.0,-37.7637,144.9565
3,1.0,410.0,-37.7604,144.9514
4,1.0,264.0,-37.7611,144.9677
3,1.0,278.0,-37.7701,144.9633
3,1.0,229.0,-37.7622,144.9586
3,1.0,215.0,-37.7642,144.9688
3,2.0,186.0,-37.7581,144.9514
2,1.0,153.0,-37.7705,144.9647
2,2.0,118.0,-37.7723,144.9643
2,1.0,315.0,-37.757,144.9697
2,2.0,72.0,-37.7609,144.969
3,2.0,122.0,-37.7697,144.9649
3,1.0,331.0,-37.7619,144.959
3,2.0,177.0,-37.7609,144.9677
2,1.0,147.0,-37.7702,144.9692
2,1.0,385.0,-37.7631,144.9534
3,2.0,327.0,-37.7636,144.9559
1,1.0,0.0,-37.7717,144.9679
2,1.0,301.0,-37.7672,144.9496
3,1.0,438.0,-37.7758,144.9508
2,1.0,149.0,-37.7597,144.9528
2,1.0,114.0,-37.758,144.9667
3,1.0,257.0,-37.7704,144.9695
2,1.0,186.0,-37.7727,144.9707
2,1.0,199.0,-37.7676,144.9659
4,1.0,416.0,-37.7769,144.9661
3,1.0,209.0,-37.7624,144.9692
2,2.0,0.0,-37.7617,144.9642
2,1.0,768.0,-37.7768,144.9512
3,1.0,314.0,-37.7573,144.97
3,2.0,240.0,-37.756,144.9587
3,2.0,0.0,-37.7703,144.9533
2,1.0,152.0,-37.7611,144.966
1,1.0,0.0,-37.7597,144.9548
4,2.0,271.0,-37.7769,144.9691
4,1.0,370.0,-37.7728,144.9639
4,2.0,281.0,-37.7722,144.9681
3,1.0,210.0,-37.7597,144.9545
2,1.0,352.0,-37.7566,144.9599
2,1.0,319.0,-37.7572,144.9686
2,1.0,200.0,-37.7581,144.9678
3,1.0,216.0,-37.7746,144.9697
3,1.0,222.0,-37.7642,144.969
3,1.0,0.0,-37.773,144.9624
3,1.0,239.0,-37.7776,144.963
3,2.0,470.0,-37.7788,144.9688
2,1.0,311.0,-37.7572,144.9687
2,1.0,135.0,-37.7583,144.9756
2,1.0,1140.0,-37.7634,144.9616
3,1.0,563.0,-37.7757,144.9505
3,1.0,495.0,-37.7702,144.9672
2,1.0,0.0,-37.7778,144.9594
1,1.0,330.0,-37.7577,144.9524
2,1.0,453.0,-37.762,144.9547
1,1.0,82.0,-37.7661,144.9614
3,2.0,0.0,-37.7763,144.9597
3,2.0,99.0,-37.769,144.953
2,1.0,0.0,-37.7597,144.9655
2,1.0,259.0,-37.7653,144.9565
3,1.0,612.0,-37.773,144.952
5,2.0,555.0,-37.7767,144.9645
2,1.0,298.0,-37.7704,144.9504
2,1.0,1080.0,-37.7598,144.9655
